id;type;release_year;runtime;imdb_score;imdb_votes;tmdb_popularity;tmdb_score;countries;production_countries.1;production_countries.2;production_countries.3;production_countries.4;production_countries.5;production_countries.6;production_countries.7
tm319882;MOVIE;2017;102;6;6254;9,569;6;GB;GB;;;;;;
ts55581;SHOW;2017;67;7,1;2501;15,138;7,3;KR;KR;;;;;;
ts74962;SHOW;2017;21;7,1;439;6,637;8,8;CA;CA;;;;;;
tm296398;MOVIE;2017;139;7,1;5434;12,155;7,3;KR;KR;;;;;;
tm438502;MOVIE;2017;86;7,4;1593;5,257;7;ES;ES;;;;;;
ts75676;SHOW;2017;57;7,3;1376;21,568;6,3;ES;ES;;;;;;
ts58297;SHOW;2017;43;6,6;3078;3,523;6,5;CA;CA;;;;;;
ts55939;SHOW;2017;44;2,3;15;16,037;7,2;SE;SE;;;;;;
ts86994;SHOW;2017;47;3,8;1394;1,396;2,8;GB;GB;;;;;;
ts53264;SHOW;2017;71;7,3;1537;10,653;8;KR;KR;;;;;;
ts56033;SHOW;2017;42;7,7;985;92,506;7,7;CO;CO;;;;;;
ts70631;SHOW;2017;24;7,1;1524;16,105;7,7;JP;JP;;;;;;
ts55232;SHOW;2017;24;5,7;217;5,13;7,2;JP;JP;;;;;;
ts78031;SHOW;2017;46;7;1573;4,144;7,4;PL;PL;;;;;;
ts55978;SHOW;2017;22;8,1;2053;6,704;7,9;JP;JP;;;;;;
ts75341;SHOW;2017;30;7,2;592;5,162;7,4;JP;JP;;;;;;
tm266702;MOVIE;2017;103;6,9;7383;11,411;6,8;FR;FR;;;;;;
ts78789;SHOW;2017;23;4,9;1531;4,278;5,9;JP;JP;;;;;;
ts56125;SHOW;2017;40;7,2;3052;24,784;6,5;MX;MX;;;;;;
ts75981;SHOW;2017;49;7,3;1541;5,408;7,4;GB;GB;;;;;;
tm305112;MOVIE;2017;140;6,8;2435;6,993;6,6;KR;KR;;;;;;
ts53399;SHOW;2017;45;8,4;2214;20,153;7,8;CN;CN;;;;;;
ts77034;SHOW;2017;41;8;1386;42,322;8,4;CN;CN;;;;;;
ts76511;SHOW;2017;59;7;665;3,452;7,4;GB;GB;;;;;;
tm299761;MOVIE;2017;90;6,8;18484;23,361;7,1;ES;ES;;;;;;
tm266705;MOVIE;2017;114;6,7;4153;11,558;6,6;ES;ES;;;;;;
tm327053;MOVIE;2017;99;6;2642;22,611;6,2;BR;BR;;;;;;
ts77405;SHOW;2017;64;6;29;4,467;8;KR;KR;;;;;;
ts57196;SHOW;2017;54;7,6;3380;6,909;7,5;GB;GB;;;;;;
tm295177;MOVIE;2017;93;5,5;2284;7,713;5,9;ES;ES;;;;;;
ts55936;SHOW;2017;52;7,2;3108;15,98;8;KR;KR;;;;;;
ts76478;SHOW;2017;91;8,5;3060;17,395;8,7;KR;KR;;;;;;
ts80059;SHOW;2017;55;7,2;4003;3,824;6,9;GB;GB;;;;;;
tm286532;MOVIE;2017;105;6,5;984;9,065;7,2;DE;DE;;;;;;
ts56636;SHOW;2017;41;6,9;561;6,751;7,6;KR;KR;;;;;;
ts75012;SHOW;2017;30;7,6;1794;6,757;6,8;JP;JP;;;;;;
tm282910;MOVIE;2017;90;5,6;3147;71,713;6,5;JP;JP;;;;;;
ts95274;SHOW;2017;54;7,3;852;3,331;6,7;FR;FR;;;;;;
ts118696;SHOW;2017;12;6;87;2,337;;KR;KR;;;;;;
ts116101;SHOW;2017;51;8,9;15;4,694;7,5;GB;GB;;;;;;
ts58442;SHOW;2017;69;8;1224;10,476;6,7;KR;KR;;;;;;
tm311193;MOVIE;2017;100;6,3;602;1,105;6,4;EG;EG;;;;;;
tm301024;MOVIE;2017;94;5,7;1610;8,067;6,1;FR;FR;;;;;;
ts80410;SHOW;2017;30;7,6;791;1,613;7,1;JP;JP;;;;;;
tm322210;MOVIE;2017;89;5,7;2846;7,771;5,4;ES;ES;;;;;;
tm244300;MOVIE;2017;102;6,7;3647;6,654;6,7;DE;DE;;;;;;
ts77467;SHOW;2017;40;7,8;952;11,417;8,3;JP;JP;;;;;;
tm366143;MOVIE;2017;100;7,3;2831;2,519;7;IL;IL;;;;;;
ts75620;SHOW;2017;78;8;3665;18,754;8;KR;KR;;;;;;
ts76159;SHOW;2017;12;6,3;411;30,071;7,2;CA;CA;;;;;;
tm321627;MOVIE;2017;110;6,9;4959;5,827;7,2;AU;AU;;;;;;
tm244292;MOVIE;2017;110;4;457;8,763;5,5;DE;DE;;;;;;
ts57291;SHOW;2017;39;6,7;10;4,179;10;JP;JP;;;;;;
tm358746;MOVIE;2017;90;5,2;376;4,878;6,7;CA;CA;;;;;;
tm359975;MOVIE;2017;110;6,6;2957;5,392;6,7;KR;KR;;;;;;
ts85810;SHOW;2017;45;7,5;1201;25,835;6,3;AE;AE;;;;;;
tm299381;MOVIE;2017;115;6,2;943;4,372;5,4;ES;ES;;;;;;
tm320489;MOVIE;2017;95;5,9;4483;7,65;6,7;DE;DE;;;;;;
tm349273;MOVIE;2017;102;6,1;2450;7,119;6,9;TR;TR;;;;;;
tm354644;MOVIE;2017;86;4,4;479;4,13;3,9;ES;ES;;;;;;
tm242765;MOVIE;2017;93;5,5;1545;9,966;6,6;AU;AU;;;;;;
tm273600;MOVIE;2017;90;7,7;2445;56,055;7,9;JP;JP;;;;;;
tm481188;MOVIE;2017;100;6,6;306;2,468;4,7;NG;NG;;;;;;
ts74959;SHOW;2017;41;4;673;2,365;5,3;AU;AU;;;;;;
tm307551;MOVIE;2017;63;7;2165;3,039;6,4;GB;GB;;;;;;
tm359658;MOVIE;2017;107;5,1;1373;9,413;5,6;ID;ID;;;;;;
ts76245;SHOW;2017;55;6,8;1073;11,011;6,1;MX;MX;;;;;;
tm363329;MOVIE;2017;86;4,3;5913;11,074;5,5;CA;CA;;;;;;
tm321628;MOVIE;2017;85;5,5;3421;13,684;6,1;AU;AU;;;;;;
tm348175;MOVIE;2017;70;6,4;1274;1,748;6,8;IE;IE;;;;;;
tm352865;MOVIE;2017;66;4,5;164;2,452;5,1;XX;XX;;;;;;
tm299396;MOVIE;2017;105;5,6;1850;7,942;5,5;ES;ES;;;;;;
ts55533;SHOW;2017;26;7,3;446;7,567;8;MX;MX;;;;;;
tm365670;MOVIE;2017;76;6,1;515;10,436;8;PE;PE;;;;;;
ts75887;SHOW;2017;58;7,4;206;1,817;6;GB;GB;;;;;;
tm376421;MOVIE;2017;124;7,1;396;4,613;7,7;JP;JP;;;;;;
tm233360;MOVIE;2017;87;6,8;3492;5,248;6;IL;IL;;;;;;
tm283559;MOVIE;2017;121;7,1;3690;6,817;6,6;PL;PL;;;;;;
ts90941;SHOW;2017;46;6,2;20;4,135;8,8;AR;AR;;;;;;
tm287041;MOVIE;2017;100;5,4;1445;8,859;5,8;KH;KH;;;;;;
tm348919;MOVIE;2017;47;6,1;172;1,155;7,2;GB;GB;;;;;;
tm314939;MOVIE;2017;106;6,5;309;1,256;6,2;ZA;ZA;;;;;;
tm344995;MOVIE;2017;47;6,5;642;1,981;6,5;GB;GB;;;;;;
tm300440;MOVIE;2017;100;4,6;2592;11,605;4,9;FR;FR;;;;;;
ts55484;SHOW;2017;36;7;647;12,756;8,4;KR;KR;;;;;;
tm299730;MOVIE;2017;101;6,1;3575;13,263;6,3;KR;KR;;;;;;
tm351201;MOVIE;2017;124;7,7;23297;6,596;6,8;TR;TR;;;;;;
ts75750;SHOW;2017;68;6,9;666;5,915;8,6;KR;KR;;;;;;
ts76540;SHOW;2017;13;7,3;82;1,4;7;GB;GB;;;;;;
tm362264;MOVIE;2017;85;8,1;20;1,324;10;TZ;TZ;;;;;;
tm361588;MOVIE;2017;84;5,1;434;9,009;5,6;CA;CA;;;;;;
tm314272;MOVIE;2017;92;5,8;737;6,442;6,8;BR;BR;;;;;;
ts84555;SHOW;2017;49;6,7;144;6,419;10;MX;MX;;;;;;
tm350971;MOVIE;2017;118;6,3;522;3,399;7;PE;PE;;;;;;
ts82085;SHOW;2017;27;6,8;271;1,992;7,1;JP;JP;;;;;;
tm1068348;MOVIE;2017;99;3,5;11;1,4;;;;;;;;;
tm318492;MOVIE;2017;105;5,8;4632;2,273;5,4;TR;TR;;;;;;
tm316923;MOVIE;2017;118;7,6;511;1,633;7,6;ID;ID;;;;;;
tm315865;MOVIE;2017;100;7;688;2,196;7,3;BR;BR;;;;;;
ts83025;SHOW;2017;45;7,8;198;3,514;8;;;;;;;;
tm416341;MOVIE;2017;118;7,7;636;4,243;6,4;JP;JP;;;;;;
tm327951;MOVIE;2017;116;5,2;534;6,813;5,6;ID;ID;;;;;;
tm425748;MOVIE;2017;116;6,1;337;1,397;6,1;ZW;ZW;;;;;;
tm353875;MOVIE;2017;90;6,2;523;2,598;7,3;BR;BR;;;;;;
tm313472;MOVIE;2017;112;6,5;1690;7,812;6,9;AR;AR;;;;;;
ts77219;SHOW;2017;40;6,7;108;5,068;8,5;KR;KR;;;;;;
tm317274;MOVIE;2017;119;7,2;889;4,321;7,6;PH;PH;;;;;;
tm366025;MOVIE;2017;88;7,9;133;4,741;7,8;FR;FR;;;;;;
tm299771;MOVIE;2017;57;6,9;396;5,986;6,7;FR;FR;;;;;;
tm352705;MOVIE;2017;67;6,9;2094;5,01;7,1;GB;GB;;;;;;
tm328052;MOVIE;2017;95;6,4;614;5,892;5,8;FR;FR;;;;;;
ts75320;SHOW;2017;89;7,9;314;1,684;6,6;TW;TW;;;;;;
tm351171;MOVIE;2017;115;6,1;6656;4,757;5,8;TR;TR;;;;;;
tm336227;MOVIE;2017;115;5,8;552;1,972;4,4;ZA;ZA;;;;;;
ts57913;SHOW;2017;55;7,4;626;6,359;6,8;KR;KR;;;;;;
tm361505;MOVIE;2017;84;3,9;1103;9,516;5,5;CA;CA;;;;;;
tm345767;MOVIE;2017;90;4,7;6331;5,857;5,3;ES;ES;;;;;;
tm294696;MOVIE;2017;103;6,2;3973;3,541;5,4;TR;TR;;;;;;
tm363088;MOVIE;2017;69;7,4;1587;2,765;7,9;GB;GB;;;;;;
tm319512;MOVIE;2017;102;5,6;1750;7,602;6,1;ES;ES;;;;;;
ts77011;SHOW;2017;30;6,7;244;5,712;7,5;JP;JP;;;;;;
tm314677;MOVIE;2017;94;4,6;101;1,815;5;MX;MX;;;;;;
tm275004;MOVIE;2017;126;6,6;4126;6,827;6,4;CA;CA;;;;;;
tm819641;MOVIE;2017;90;4,1;7;;;;;;;;;;
ts81632;SHOW;2017;84;2,3;137;1,808;8,3;TW;TW;;;;;;
tm352951;MOVIE;2017;111;6,6;234;1,775;6,2;PH;PH;;;;;;
tm357708;MOVIE;2017;102;6,1;616;3,677;6,5;KR;KR;;;;;;
tm351505;MOVIE;2017;100;6;35;1,785;8,8;KR;KR;;;;;;
ts272185;SHOW;2017;11;8,4;32;0,6;;KR;KR;;;;;;
tm358188;MOVIE;2017;54;4,9;101;0,946;4,3;MX;MX;;;;;;
ts75138;SHOW;2017;63;7,3;261;3,509;7,3;KR;KR;;;;;;
tm348191;MOVIE;2017;111;7,6;531;2,255;7,8;PH;PH;;;;;;
ts76646;SHOW;2017;26;7;116;2,467;8;JP;JP;;;;;;
tm324753;MOVIE;2017;73;4,4;76;1,143;5,2;BR;BR;;;;;;
tm314138;MOVIE;2017;90;4,4;245;1,418;6,5;BR;BR;;;;;;
tm361161;MOVIE;2017;45;4,9;149;7,139;5,2;GB;GB;;;;;;
tm344562;MOVIE;2017;109;6,6;227;0,6;8;LB;LB;;;;;;
tm518107;MOVIE;2017;111;5,7;55;1,349;;NG;NG;;;;;;
tm323602;MOVIE;2017;92;5,8;362;4,249;6;FR;FR;;;;;;
tm351181;MOVIE;2017;111;5,7;2113;5,467;5,5;TR;TR;;;;;;
tm360763;MOVIE;2017;125;5,9;603;2,623;6,8;ID;ID;;;;;;
tm345960;MOVIE;2017;53;6,3;68;1,403;6,5;MX;MX;;;;;;
tm431214;MOVIE;2017;105;6;94;0,6;;KW;KW;;;;;;
tm361633;MOVIE;2017;104;4,1;208;2,255;2,8;GH;GH;;;;;;
ts56251;SHOW;2017;24;6,2;320;2,72;6,3;JP;JP;;;;;;
tm305227;MOVIE;2017;77;5,4;98;1,124;6,3;MX;MX;;;;;;
tm306680;MOVIE;2017;95;5,2;129;1,132;6;XX;XX;;;;;;
tm307698;MOVIE;2017;120;6,2;572;3,375;6,4;PH;PH;;;;;;
tm313118;MOVIE;2017;95;5,6;3216;1,609;5,2;TR;TR;;;;;;
tm423315;MOVIE;2017;74;6,5;126;1,16;5,5;PE;PE;;;;;;
tm353791;MOVIE;2017;128;7,7;456;3,045;8,5;PH;PH;;;;;;
tm320756;MOVIE;2017;60;6,1;1202;3,558;6,4;XX;XX;;;;;;
tm1063790;MOVIE;2017;94;4;11;1,674;2;CM;CM;;;;;;
tm354136;MOVIE;2017;52;6,6;73;0,6;6,7;MX;MX;;;;;;
ts54112;SHOW;2017;80;7,8;106;2,107;7;TW;TW;;;;;;
tm350945;MOVIE;2017;102;7,4;920;2,403;7,8;ID;ID;;;;;;
tm289882;MOVIE;2017;116;6,6;781;3,189;6,5;PH;PH;;;;;;
tm840936;MOVIE;2017;89;6,8;77;;;XX;XX;;;;;;
tm349134;MOVIE;2017;59;5;33;1,633;5,8;CL;CL;;;;;;
tm403197;MOVIE;2017;91;7,6;1249;1,713;7;LB;LB;;;;;;
tm480647;MOVIE;2017;112;7,4;128;0,618;;KG;KG;;;;;;
tm368448;MOVIE;2017;90;5,9;86;1,066;6,5;ES;ES;;;;;;
tm348281;MOVIE;2017;109;7;887;3,191;7,2;GB;GB;;;;;;
ts57116;SHOW;2017;28;6,5;289;1,659;7,6;AU;AU;;;;;;
ts80993;SHOW;2017;24;6,3;17;2,173;8;CN;CN;;;;;;
tm512751;MOVIE;2017;115;6,1;34;1,214;;NG;NG;;;;;;
tm368697;MOVIE;2017;120;6,8;178;1,987;7,5;PH;PH;;;;;;
tm320949;MOVIE;2017;71;5,5;50;1,285;3,8;MX;MX;;;;;;
tm858471;MOVIE;2017;115;5,6;36;0,6;;CA;CA;;;;;;
tm493814;MOVIE;2017;92;4,4;69;;;ID;ID;;;;;;
ts84341;SHOW;2017;85;7,3;30;0,6;1;TW;TW;;;;;;
ts250172;SHOW;2017;0;7,4;8;0,6;;BR;BR;;;;;;
ts231159;SHOW;2017;30;4,2;9;0,6;;;;;;;;;
tm332500;MOVIE;2017;118;5,7;229;5,626;6,2;PH;PH;;;;;;
tm460198;MOVIE;2017;81;4,5;30;0,84;6;NG;NG;;;;;;
tm832345;MOVIE;2020;114;3,3;80198;112,545;7;PL;PL;;;;;;
ts224901;SHOW;2020;45;7,3;46564;12,988;7,5;GB;GB;;;;;;
ts103702;SHOW;2020;45;6,8;11039;220,105;7,2;GB;GB;;;;;;
ts225651;SHOW;2020;25;7,5;10317;21,662;7,4;GB;GB;;;;;;
ts287836;SHOW;2020;36;7,1;30746;28,712;7,5;BE;BE;;;;;;
ts224303;SHOW;2020;19;7,2;1211;48,912;8,6;CN;CN;;;;;;
ts242210;SHOW;2020;62;7,1;395;12,63;7,3;KR;KR;;;;;;
tm453862;MOVIE;2020;112;7,1;29450;34,559;7,6;KR;KR;;;;;;
ts219660;SHOW;2020;47;7,6;47651;70,971;8,2;JP;JP;;;;;;
tm943790;MOVIE;2020;100;7;6052;9,936;7,6;GB;GB;;;;;;
ts88379;SHOW;2020;88;6,8;45971;27,166;7,2;GB;GB;;;;;;
tm845489;MOVIE;2020;93;6,5;38870;37,556;6,5;GB;GB;;;;;;
ts246072;SHOW;2020;47;7,2;23180;60,811;7,4;DE;DE;;;;;;
ts241486;SHOW;2020;22;6,9;472;1,4;6;JP;JP;;;;;;
ts107724;SHOW;2020;54;7;5597;11,772;7;DE;DE;;;;;;
tm499045;MOVIE;2020;128;5,6;14122;13,036;5,7;AU;AU;;;;;;
tm820190;MOVIE;2020;98;6,3;37199;61,465;7,3;KR;KR;;;;;;
ts225522;SHOW;2020;54;8;74118;12,826;7,9;DE;DE;;;;;;
ts104401;SHOW;2020;47;7,5;36185;122,034;8,1;NO;NO;;;;;;
ts103329;SHOW;2020;25;6,2;2020;15,055;6,2;JP;JP;;;;;;
tm443615;MOVIE;2020;121;6;40447;11,83;6,3;GB;GB;;;;;;
ts250801;SHOW;2020;34;6,5;7135;180,627;7,3;MX;MX;;;;;;
tm853783;MOVIE;2020;83;9;31180;14,834;8,5;GB;GB;;;;;;
ts223404;SHOW;2020;76;8,6;21104;67,024;8,6;KR;KR;;;;;;
ts221749;SHOW;2020;24;8,1;7813;27,217;8,6;JP;JP;;;;;;
tm857430;MOVIE;2020;103;6,4;16939;13,35;6,3;ES;ES;;;;;;
tm878333;MOVIE;2020;99;6,4;1817;88,067;7,1;JP;JP;;;;;;
ts90937;SHOW;2020;53;7,5;9218;6,874;6,9;AU;AU;;;;;;
ts219080;SHOW;2020;48;8,2;17735;12,921;7,4;SE;SE;;;;;;
ts226468;SHOW;2020;43;6;2573;87,796;7;IT;IT;;;;;;
ts237111;SHOW;2020;27;6,8;870;8,845;7,2;AR;AR;;;;;;
ts106536;SHOW;2020;55;6,6;16506;20,325;6,8;GB;GB;;;;;;
ts225101;SHOW;2020;80;8,1;9021;23,134;8,5;KR;KR;;;;;;
ts268608;SHOW;2020;49;7,1;9228;2,588;7,1;GB;GB;;;;;;
ts306090;SHOW;2020;24;7,9;4635;15,729;7,6;JP;JP;;;;;;
ts88296;SHOW;2020;29;5,7;4298;12,337;7,1;NL;NL;;;;;;
ts236501;SHOW;2020;41;6,5;5510;25,379;7,6;ES;ES;;;;;;
ts256309;SHOW;2020;20;8;6140;6,338;8;AU;AU;;;;;;
ts225718;SHOW;2020;46;6,6;5512;10,7;6,9;FR;FR;;;;;;
tm858954;MOVIE;2020;102;4,9;11304;98,107;5,1;PL;PL;;;;;;
tm852097;MOVIE;2020;104;6,7;9353;116,8;8;JP;JP;;;;;;
tm432022;MOVIE;2020;140;8,3;5631;28,459;8,6;JP;JP;;;;;;
tm812916;MOVIE;2020;105;6,9;9422;120,881;7,5;FR;FR;;;;;;
ts92547;SHOW;2020;45;7,9;22045;20,123;7,3;TR;TR;;;;;;
tm898474;MOVIE;2020;101;5,3;6710;9,99;5,8;FR;FR;;;;;;
ts87471;SHOW;2020;23;7,3;2284;16,528;7,9;JP;JP;;;;;;
ts225912;SHOW;2020;42;6,8;9346;13,252;7,5;DE;DE;;;;;;
ts237109;SHOW;2020;36;6,9;8235;83,181;8,2;MX;MX;;;;;;
ts237513;SHOW;2020;29;6,1;4467;30,348;6,8;JP;JP;;;;;;
tm890660;MOVIE;2020;94;5,7;12092;11,171;6,1;ES;ES;;;;;;
ts223240;SHOW;2020;69;8,2;12030;29,491;8,6;KR;KR;;;;;;
ts251028;SHOW;2020;49;6,3;496;6,035;7,9;TW;TW;;;;;;
tm849005;MOVIE;2020;92;6,3;17878;18,838;7,2;CA;CA;;;;;;
tm839411;MOVIE;2020;64;1,7;362;6,597;8,3;IT;IT;;;;;;
ts237751;SHOW;2020;22;8,5;1066;5,135;8,5;PH;PH;;;;;;
ts277126;SHOW;2020;46;6,7;1758;3,891;7,3;IL;IL;;;;;;
tm850723;MOVIE;2020;75;6,5;6030;101,184;6,5;JP;JP;;;;;;
tm902330;MOVIE;2020;94;5,5;9701;49,579;6;GB;GB;;;;;;
tm810547;MOVIE;2020;131;6,7;6484;62,599;7;KR;KR;;;;;;
ts268560;SHOW;2020;64;8;5552;25,874;8,9;KR;KR;;;;;;
tm977464;MOVIE;2020;110;6,9;18;4,108;;;;;;;;;
ts108392;SHOW;2020;47;5,9;7376;7,854;7,1;GB;GB;;;;;;
tm927286;MOVIE;2020;32;6,8;442;20,91;7,7;GB;GB;;;;;;
tm938793;MOVIE;2020;116;6,6;2205;5,917;6,9;AU;AU;;;;;;
tm941382;MOVIE;2020;96;7,7;3594;16,161;7,6;JP;JP;;;;;;
ts270465;SHOW;2020;57;7,8;1488;1,932;7,6;IT;IT;;;;;;
tm933375;MOVIE;2020;96;3,3;30030;10,726;5,3;FR;FR;;;;;;
ts218888;SHOW;2020;23;7,2;2478;21,827;8,5;JP;JP;;;;;;
ts256007;SHOW;2020;29;7,4;7896;23,433;7,4;SE;SE;;;;;;
tm856375;MOVIE;2020;83;6;8675;9,525;6,2;CA;CA;;;;;;
ts101408;SHOW;2020;45;6,8;8848;28,851;6,9;ES;ES;;;;;;
tm814150;MOVIE;2020;97;5,8;5047;112,094;6,2;FR;FR;;;;;;
ts315066;SHOW;2020;40;5,6;1234;13,542;7,5;FR;FR;;;;;;
ts242244;SHOW;2020;26;6,4;2922;9,134;7,4;JP;JP;;;;;;
ts252122;SHOW;2020;9;5,7;882;0,667;10;KR;KR;;;;;;
tm887450;MOVIE;2020;96;7;4111;6,085;7;CA;CA;;;;;;
ts215378;SHOW;2020;46;7,5;13797;12,956;8,2;TR;TR;;;;;;
ts268890;SHOW;2020;30;7,7;2129;15,138;7,7;KR;KR;;;;;;
ts223192;SHOW;2020;90;8,8;4836;58,017;9;KR;KR;;;;;;
tm483997;MOVIE;2020;134;5,7;30310;61,763;7,8;GB;GB;;;;;;
ts103360;SHOW;2020;52;6,8;3447;22,236;7,2;ES;ES;;;;;;
tm920096;MOVIE;2020;91;5,5;157;2,673;1;;;;;;;;
tm670553;MOVIE;2020;118;7,3;5628;11,14;8,2;TW;TW;;;;;;
ts268508;SHOW;2020;44;6,5;3509;17,867;6,8;GB;GB;;;;;;
ts236388;SHOW;2020;50;7,4;692;4,231;8,5;FR;FR;;;;;;
tm922532;MOVIE;2020;93;5,4;5809;13,88;5,7;DE;DE;;;;;;
ts237104;SHOW;2020;22;6,8;4031;8,161;7,2;GB;GB;;;;;;
tm454824;MOVIE;2020;136;7,1;5774;12,283;7,8;RU;RU;;;;;;
tm453850;MOVIE;2020;135;6,3;5392;15,225;7,2;KR;KR;;;;;;
ts251560;SHOW;2020;60;7,4;1465;5,007;7,8;KR;KR;;;;;;
ts225377;SHOW;2020;34;7,4;1522;2,171;7,3;IO;IO;;;;;;
tm863890;MOVIE;2020;94;5,9;4905;11,031;6,7;DE;DE;;;;;;
ts187386;SHOW;2020;25;6,6;161;7,715;9;CA;CA;;;;;;
ts185885;SHOW;2020;48;6,8;2119;8,562;7;DE;DE;;;;;;
tm986700;MOVIE;2020;95;5,8;6126;11,666;5,9;PL;PL;;;;;;
ts225430;SHOW;2020;69;8;1977;5,031;8,3;KR;KR;;;;;;
ts257301;SHOW;2020;45;6,5;577;4,904;7;CA;CA;;;;;;
ts255809;SHOW;2020;58;7;2375;16,289;7,6;AR;AR;;;;;;
tm884369;MOVIE;2020;44;8,6;1357;2,699;8,8;CA;CA;;;;;;
tm836662;MOVIE;2020;103;5,9;2723;9,517;6,8;AU;AU;;;;;;
ts223895;SHOW;2020;61;8;1561;26,578;8,1;KR;KR;;;;;;
ts254568;SHOW;2020;45;7;948;2,453;6,7;DE;DE;;;;;;
ts88841;SHOW;2020;51;6,4;1147;16,646;7,8;KR;KR;;;;;;
tm852662;MOVIE;2020;109;6,2;4831;9,603;6,1;IT;IT;;;;;;
tm849937;MOVIE;2020;84;5,5;983;38,856;7;MU;MU;;;;;;
tm932609;MOVIE;2020;93;4,8;4145;36,691;5,5;IT;IT;;;;;;
ts252661;SHOW;2020;30;6,4;386;6,097;6,7;ES;ES;;;;;;
ts314648;SHOW;2020;6;7,1;151;5,473;5,4;GB;GB;;;;;;
tm850822;MOVIE;2020;61;6,9;949;3,213;6;;;;;;;;
ts225102;SHOW;2020;73;7,3;2278;31,24;8,4;KR;KR;;;;;;
tm925785;MOVIE;2020;81;2,7;586;3,696;4,3;;;;;;;;
ts187443;SHOW;2020;53;6,6;4065;16,744;7;ES;ES;;;;;;
tm843938;MOVIE;2020;114;6,9;3739;11,36;7,5;IT;IT;;;;;;
tm674099;MOVIE;2020;117;7;20019;13,963;7,1;IT;IT;;;;;;
tm835432;MOVIE;2020;121;5,6;3465;15,719;6,2;ES;ES;;;;;;
ts223238;SHOW;2020;57;7,6;2401;32,084;8,6;KR;KR;;;;;;
ts288353;SHOW;2020;47;6,5;2089;5,409;6,7;BR;BR;;;;;;
ts254916;SHOW;2020;27;6,6;1637;4,364;9;;;;;;;;
tm861718;MOVIE;2020;97;5,9;3243;5,56;5,9;GB;GB;;;;;;
ts110635;SHOW;2020;45;6;2883;21,419;7,8;IT;IT;;;;;;
ts191121;SHOW;2020;31;5,6;2437;19,62;6,8;BR;BR;;;;;;
ts236051;SHOW;2020;31;7,4;756;3,95;7,1;ES;ES;;;;;;
ts269442;SHOW;2020;50;8,5;1010;4,822;7,7;;;;;;;;
ts269501;SHOW;2020;50;7,6;1215;13,537;7,6;AR;AR;;;;;;
ts103213;SHOW;2020;89;5,9;1226;4,891;7,5;ZA;ZA;;;;;;
ts223948;SHOW;2020;33;2,5;3306;3,545;3,5;;;;;;;;
tm883441;MOVIE;2020;57;7,4;3419;47,62;7,5;ES;ES;;;;;;
ts238242;SHOW;2020;44;7,3;2528;31,934;7,3;CO;CO;;;;;;
tm822596;MOVIE;2020;102;5,3;1313;6,735;6,4;DE;DE;;;;;;
tm933447;MOVIE;2020;62;7,1;1219;2,747;7,7;;;;;;;;
tm875736;MOVIE;2020;98;4,3;268;;;;;;;;;;
ts252166;SHOW;2020;67;6,7;595;5,956;6,4;KR;KR;;;;;;
tm919106;MOVIE;2020;105;8,1;1659;12,634;8,2;GB;GB;;;;;;
ts233530;SHOW;2020;59;6,9;724;2,496;8;;;;;;;;
ts225539;SHOW;2020;60;7,7;765;4,669;8,7;KR;KR;;;;;;
ts190452;SHOW;2020;48;7,1;2314;11,356;7,1;ES;ES;;;;;;
tm912400;MOVIE;2020;58;6,6;1468;4,944;6,2;GB;GB;;;;;;
ts251119;SHOW;2020;43;6,5;25;2,708;6,3;TH;TH;;;;;;
ts216513;SHOW;2020;30;6,5;873;11,905;7,2;;;;;;;;
tm831873;MOVIE;2020;99;6,7;3912;7,647;6,4;AR;AR;;;;;;
tm884581;MOVIE;2020;104;6;2616;12,066;7,8;BR;BR;;;;;;
tm941531;MOVIE;2020;90;5,2;4281;10,059;6,3;IT;IT;;;;;;
tm873159;MOVIE;2020;132;6,4;4647;21,049;7,7;CN;CN;;;;;;
ts255418;SHOW;2020;0;7,9;3010;2,596;8;XX;XX;;;;;;
tm949267;MOVIE;2020;83;6,4;912;7,967;7,6;AR;AR;;;;;;
ts254767;SHOW;2020;25;7,3;1139;4,348;7,4;;;;;;;;
tm856545;MOVIE;2020;116;5,5;2613;13,733;6,3;AR;AR;;;;;;
ts237071;SHOW;2020;0;6,8;426;4,584;6,9;JP;JP;;;;;;
tm897418;MOVIE;2020;90;6;1020;7,645;6,2;FR;FR;;;;;;
tm857397;MOVIE;2020;92;6,9;1854;7,754;7,2;AR;AR;;;;;;
ts235979;SHOW;2020;59;7,3;1356;3,688;7,5;TW;TW;;;;;;
ts227412;SHOW;2020;6;8,1;551;2,109;8,8;GB;GB;;;;;;
ts251378;SHOW;2020;37;7,4;769;4,693;7,4;BR;BR;;;;;;
ts226403;SHOW;2020;49;6,8;761;2,497;7,3;BR;BR;;;;;;
ts218890;SHOW;2020;24;6;569;8,863;7,7;JP;JP;;;;;;
ts89361;SHOW;2020;27;5,3;563;14,62;7,4;ES;ES;;;;;;
tm832903;MOVIE;2020;96;5,1;2567;16,875;6,3;BR;BR;;;;;;
tm910612;MOVIE;2020;96;5,5;1999;5,597;5,7;BE;BE;;;;;;
ts252141;SHOW;2020;23;6,3;293;12,66;6,7;AU;AU;;;;;;
tm954606;MOVIE;2020;59;5,8;250;1,171;6,7;DE;DE;;;;;;
ts223242;SHOW;2020;69;7,1;870;6,052;8,3;KR;KR;;;;;;
ts251618;SHOW;2020;25;5;1210;10,31;6,9;GB;GB;;;;;;
